id,name,tag_category_id
68ed20115913598c41da0dee,Việt Nam,culture_cat
68ed20115913598c41da0df1,Thái Lan,culture_cat
68ed20115913598c41da0df4,Trung Quốc,culture_cat
68ed20115913598c41da0df7,Nhật Bản,culture_cat
68ed20125913598c41da0dfa,Hàn Quốc,culture_cat
68ed20125913598c41da0dfd,Ấn Độ,culture_cat
68ed20125913598c41da0e00,Malaysia,culture_cat
68ed20125913598c41da0e03,Indonesia,culture_cat
68ed20125913598c41da0e06,Singapore,culture_cat
68ed20125913598c41da0e09,Philippines,culture_cat
68ed20125913598c41da0e0c,Mỹ,culture_cat
68ed20125913598c41da0e0f,Ý,culture_cat
68ed20135913598c41da0e12,Pháp,culture_cat
68ed20135913598c41da0e15,Mexico,culture_cat
