id,name,tag_category_id
68ed207286da2ddcd588cc86,thịt gà,food_cat
68ed207286da2ddcd588cc89,thịt bò,food_cat
68ed207286da2ddcd588cc8c,thịt heo,food_cat
68ed207286da2ddcd588cc8f,cá,food_cat
68ed207286da2ddcd588cc92,tôm,food_cat
68ed207286da2ddcd588cc95,cua,food_cat
68ed207286da2ddcd588cc98,đậu hũ,food_cat
68ed207286da2ddcd588cc9b,tempeh,food_cat
68ed207286da2ddcd588cc9e,trứng,food_cat
68ed207386da2ddcd588cca1,vịt,food_cat
68ed207386da2ddcd588cca4,thịt cừu,food_cat
68ed207386da2ddcd588cca7,đậu,food_cat
68ed207386da2ddcd588ccaa,cơm,food_cat
68ed207386da2ddcd588ccad,mì,food_cat
68ed207386da2ddcd588ccb0,bánh mì,food_cat
68ed207386da2ddcd588ccb3,mì ống,food_cat
68ed207386da2ddcd588ccb6,hạt diêm mạch,food_cat
68ed207386da2ddcd588ccb9,yến mạch,food_cat
68ed207486da2ddcd588ccbc,bắp,food_cat
68ed207486da2ddcd588ccbf,khoai tây,food_cat
68ed207486da2ddcd588ccc2,khoai lang,food_cat
68ed207486da2ddcd588ccc5,bột năng,food_cat
68ed207486da2ddcd588ccc8,cà chua,food_cat
68ed207486da2ddcd588cccb,hành tây,food_cat
68ed207486da2ddcd588ccce,tỏi,food_cat
68ed207486da2ddcd588ccd1,cà rốt,food_cat
68ed207486da2ddcd588ccd4,bắp cải,food_cat
68ed207586da2ddcd588ccd7,xà lách,food_cat
68ed207586da2ddcd588ccda,rau chân vịt,food_cat
68ed207586da2ddcd588ccdd,cải xoăn,food_cat
68ed207586da2ddcd588cce0,bông cải xanh,food_cat
68ed207586da2ddcd588cce3,súp lơ,food_cat
68ed207586da2ddcd588cce6,ớt chuông,food_cat
68ed207586da2ddcd588cce9,nấm,food_cat
68ed207586da2ddcd588ccec,bí ngòi,food_cat
68ed207586da2ddcd588ccef,cà tím,food_cat
68ed207686da2ddcd588ccf2,đậu bắp,food_cat
68ed207686da2ddcd588ccf5,chuối,food_cat
68ed207686da2ddcd588ccf8,táo,food_cat
68ed207686da2ddcd588ccfb,xoài,food_cat
68ed207686da2ddcd588ccfe,dứa,food_cat
68ed207686da2ddcd588cd01,cam,food_cat
68ed207686da2ddcd588cd04,chanh vàng,food_cat
68ed207686da2ddcd588cd07,chanh xanh,food_cat
68ed207686da2ddcd588cd0a,dâu tây,food_cat
68ed207786da2ddcd588cd0d,bơ,food_cat
68ed207786da2ddcd588cd10,đu đủ,food_cat
68ed207786da2ddcd588cd13,sữa,food_cat
68ed207786da2ddcd588cd16,phô mai,food_cat
68ed207786da2ddcd588cd19,sữa chua,food_cat
68ed207786da2ddcd588cd1d,kem,food_cat
68ed207786da2ddcd588cd20,nước cốt dừa,food_cat
68ed207786da2ddcd588cd23,sữa hạnh nhân,food_cat
68ed207886da2ddcd588cd26,sữa đậu nành,food_cat
68ed207886da2ddcd588cd29,dầu ô liu,food_cat
68ed207886da2ddcd588cd2c,dầu thực vật,food_cat
68ed207886da2ddcd588cd2f,dầu mè,food_cat
68ed207886da2ddcd588cd32,dầu cá,food_cat
68ed207886da2ddcd588cd35,mỡ heo,food_cat
68ed207886da2ddcd588cd38,bơ ghee,food_cat
68ed207886da2ddcd588cd3b,muối,food_cat
68ed207886da2ddcd588cd3e,tiêu,food_cat
68ed207986da2ddcd588cd41,ớt,food_cat
68ed207986da2ddcd588cd44,húng quế,food_cat
68ed207986da2ddcd588cd47,ngò,food_cat
68ed207986da2ddcd588cd4a,rau mùi tây,food_cat
68ed207986da2ddcd588cd4d,gừng,food_cat
68ed207986da2ddcd588cd50,nghệ,food_cat
68ed207986da2ddcd588cd53,sả,food_cat
68ed207986da2ddcd588cd56,quế,food_cat
68ed207986da2ddcd588cd59,hoa hồi,food_cat
68ed207a86da2ddcd588cd5c,bột cà ri,food_cat
68ed207a86da2ddcd588cd5f,nước tương,food_cat
68ed207a86da2ddcd588cd62,nước mắm,food_cat
68ed207a86da2ddcd588cd65,dầu hào,food_cat
68ed207a86da2ddcd588cd68,tương hột,food_cat
68ed207a86da2ddcd588cd6b,tương ớt,food_cat
68ed207a86da2ddcd588cd6e,tương cà,food_cat
68ed207a86da2ddcd588cd71,sốt mayonnaise,food_cat
68ed207a86da2ddcd588cd74,mù tạt,food_cat
68ed207b86da2ddcd588cd77,giấm,food_cat
68ed207b86da2ddcd588cd7a,sốt đậu phộng,food_cat
68ed207b86da2ddcd588cd7d,đường,food_cat
68ed207b86da2ddcd588cd80,mật ong,food_cat
68ed207b86da2ddcd588cd83,siro cây phong,food_cat
68ed207b86da2ddcd588cd86,cỏ ngọt,food_cat
68ed207b86da2ddcd588cd89,đậu phộng,food_cat
68ed207b86da2ddcd588cd8c,hạt điều,food_cat
68ed207b86da2ddcd588cd8f,hạnh nhân,food_cat
68ed207c86da2ddcd588cd92,óc chó,food_cat
68ed207c86da2ddcd588cd95,hạt mè,food_cat
68ed207c86da2ddcd588cd98,hạt chia,food_cat
68ed207c86da2ddcd588cd9b,hạt hướng dương,food_cat
68ed207c86da2ddcd588cd9e,bột ngọt,food_cat
68ed207c86da2ddcd588cda1,muối nở,food_cat
68ed207c86da2ddcd588cda4,men nở,food_cat
68ed207c86da2ddcd588cda7,gelatin,food_cat
68ed207c86da2ddcd588cdaa,bột bắp,food_cat
